	UF	televisao por assinatura	televisao com recepcao de sinal digital de tv abertaa	V02270	rede celular 3G ou 4G	conexao discada	banda larga	rendimento mensal domiciliar per capita
104923	1	1.0	1.0	1	2.0	4.0	2.0	6.0
104925	1	1.0	1.0	2	2.0	4.0	2.0	4.0
104926	1	1.0	1.0	1	2.0	4.0	2.0	5.0
104931	1	1.0	1.0	1	4.0	4.0	2.0	99.0
104934	1	1.0	1.0	3	4.0	4.0	2.0	99.0
104937	1	1.0	1.0	3	4.0	4.0	2.0	99.0
104941	1	1.0	1.0	2	4.0	4.0	2.0	99.0
104943	1	1.0	1.0	4	4.0	4.0	2.0	99.0
104944	1	1.0	1.0	5	2.0	4.0	2.0	99.0
104945	1	1.0	1.0	2	4.0	4.0	2.0	5.0
104948	1	1.0	1.0	4	2.0	4.0	2.0	99.0
104949	1	1.0	1.0	2	2.0	4.0	2.0	7.0
104955	1	1.0	1.0	2	4.0	4.0	2.0	4.0
104956	1	1.0	1.0	2	4.0	4.0	2.0	7.0
104959	1	1.0	1.0	1	2.0	4.0	2.0	99.0
104960	1	1.0	1.0	1	2.0	4.0	2.0	3.0
104965	1	3.0	3.0	0	2.0	4.0	4.0	3.0
104967	1	1.0	1.0	1	2.0	4.0	4.0	4.0
104970	1	3.0	1.0	2	2.0	4.0	2.0	4.0
104972	1	3.0	3.0	1	2.0	4.0	4.0	99.0
104974	1	1.0	3.0	1	2.0	4.0	2.0	7.0
104976	1	1.0	1.0	0	2.0	4.0	2.0	4.0
104977	1	3.0	3.0	1	2.0	4.0	2.0	4.0
104978	1	1.0	1.0	2	2.0	4.0	2.0	7.0
104979	1	1.0	1.0	1	2.0	4.0	2.0	5.0
104980	1	3.0	3.0	1	2.0	4.0	2.0	4.0
104981	1	1.0	1.0	2	2.0	4.0	4.0	4.0
104982	1	1.0	1.0	1	2.0	4.0	2.0	7.0
104983	1	1.0	1.0	2	2.0	4.0	2.0	6.0
104984	1	3.0	1.0	1	2.0	4.0	2.0	4.0
104985	1	1.0	1.0	1	4.0	4.0	2.0	4.0
104987	1	1.0	1.0	0	2.0	4.0	2.0	4.0
104988	1	3.0	3.0	1	2.0	4.0	2.0	6.0
104989	1	1.0	3.0	0	2.0	4.0	4.0	3.0
104990	1	1.0	1.0	2	2.0	4.0	4.0	4.0
104991	1	3.0	3.0	0	2.0	4.0	2.0	4.0
104993	1	1.0	5.0	1	2.0	4.0	2.0	4.0
104994	1	1.0	1.0	1	2.0	4.0	4.0	2.0
104995	1	1.0	1.0	3	2.0	4.0	2.0	7.0
104996	1	1.0	1.0	3	2.0	4.0	2.0	3.0
104997	1	1.0	5.0	2	2.0	4.0	2.0	3.0
104998	1	3.0	1.0	1	4.0	4.0	2.0	99.0
104999	1	1.0	1.0	0	2.0	2.0	4.0	3.0
105000	1	3.0	3.0	0	2.0	4.0	4.0	4.0
105003	1	1.0	1.0	2	2.0	4.0	2.0	2.0
105005	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105006	1	1.0	1.0	2	2.0	4.0	2.0	4.0
105008	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105014	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105016	1	1.0	1.0	2	2.0	4.0	2.0	4.0
105017	1	1.0	1.0	2	2.0	4.0	2.0	5.0
105021	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105025	1	3.0	1.0	3	4.0	4.0	2.0	4.0
105026	1	3.0	1.0	2	2.0	4.0	2.0	4.0
105027	1	3.0	3.0	1	2.0	4.0	4.0	2.0
105028	1	1.0	5.0	2	2.0	4.0	2.0	3.0
105029	1	3.0	3.0	1	2.0	4.0	4.0	2.0
105030	1	1.0	3.0	1	2.0	4.0	2.0	0.0
105032	1	3.0	5.0	0	2.0	4.0	2.0	3.0
105034	1	3.0	3.0	1	2.0	4.0	4.0	99.0
105037	1	1.0	1.0	1	2.0	4.0	2.0	99.0
105038	1	1.0	1.0	3	2.0	4.0	2.0	4.0
105040	1	3.0	1.0	1	4.0	4.0	2.0	99.0
105042	1	1.0	5.0	1	2.0	4.0	2.0	3.0
105043	1	3.0	3.0	0	4.0	4.0	2.0	4.0
105044	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105047	1	3.0	5.0	0	2.0	4.0	2.0	3.0
105048	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105054	1	1.0	5.0	2	2.0	4.0	2.0	1.0
105057	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105059	1	3.0	5.0	0	2.0	4.0	2.0	4.0
105060	1	3.0	5.0	1	2.0	4.0	2.0	1.0
105063	1	1.0	1.0	6	2.0	4.0	2.0	99.0
105064	1	3.0	1.0	1	2.0	4.0	2.0	99.0
105069	1	3.0	1.0	2	4.0	4.0	2.0	4.0
105070	1	1.0	3.0	1	2.0	4.0	4.0	4.0
105073	1	1.0	3.0	0	2.0	4.0	2.0	2.0
105074	1	1.0	3.0	1	2.0	4.0	2.0	0.0
105075	1	3.0	3.0	0	2.0	4.0	2.0	3.0
105077	1	1.0	3.0	1	2.0	4.0	2.0	2.0
105081	1	1.0	1.0	1	2.0	4.0	2.0	6.0
105082	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105084	1	3.0	1.0	2	2.0	4.0	2.0	3.0
105085	1	3.0	3.0	0	2.0	4.0	2.0	99.0
105086	1	1.0	1.0	2	2.0	2.0	4.0	3.0
105088	1	3.0	1.0	3	2.0	4.0	2.0	99.0
105089	1	3.0	3.0	0	2.0	4.0	2.0	99.0
105090	1	1.0	1.0	2	2.0	2.0	4.0	3.0
105091	1	3.0	5.0	1	2.0	4.0	2.0	99.0
105093	1	1.0	3.0	1	2.0	4.0	2.0	3.0
105094	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105100	1	3.0	1.0	1	2.0	4.0	4.0	4.0
105101	1	3.0	1.0	2	4.0	4.0	2.0	5.0
105104	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105106	1	1.0	1.0	0	2.0	4.0	2.0	3.0
105107	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105109	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105111	1	3.0	1.0	1	2.0	4.0	4.0	0.0
105113	1	1.0	1.0	0	2.0	4.0	2.0	4.0
105114	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105116	1	1.0	1.0	1	2.0	4.0	2.0	1.0
105117	1	3.0	3.0	1	2.0	4.0	2.0	4.0
105121	1	3.0	1.0	2	2.0	4.0	2.0	3.0
105127	1	1.0	1.0	1	2.0	4.0	2.0	2.0
105128	1	1.0	1.0	2	2.0	4.0	2.0	99.0
105130	1	3.0	1.0	0	2.0	4.0	2.0	3.0
105134	1	3.0	3.0	0	2.0	4.0	4.0	3.0
105136	1	1.0	1.0	3	2.0	2.0	4.0	4.0
105137	1	1.0	1.0	0	2.0	4.0	2.0	2.0
105138	1	3.0	1.0	2	2.0	4.0	2.0	99.0
105140	1	1.0	3.0	0	4.0	4.0	2.0	6.0
105141	1	3.0	3.0	0	2.0	4.0	4.0	2.0
105142	1	1.0	3.0	0	4.0	4.0	2.0	3.0
105145	1	1.0	3.0	1	2.0	4.0	2.0	5.0
105147	1	3.0	3.0	1	4.0	4.0	2.0	3.0
105148	1	1.0	3.0	1	4.0	4.0	2.0	4.0
105149	1	1.0	3.0	3	4.0	4.0	2.0	6.0
105150	1	3.0	3.0	2	2.0	4.0	4.0	4.0
105151	1	1.0	3.0	2	4.0	4.0	2.0	4.0
105152	1	1.0	3.0	1	2.0	4.0	4.0	2.0
105153	1	1.0	3.0	1	4.0	4.0	2.0	4.0
105154	1	3.0	3.0	1	2.0	4.0	4.0	4.0
105157	1	3.0	3.0	2	4.0	4.0	2.0	3.0
105158	1	1.0	3.0	3	4.0	4.0	2.0	2.0
105159	1	1.0	3.0	0	4.0	4.0	2.0	4.0
105160	1	1.0	3.0	1	4.0	4.0	2.0	4.0
105161	1	3.0	1.0	0	2.0	4.0	4.0	3.0
105162	1	1.0	3.0	1	4.0	4.0	2.0	2.0
105165	1	1.0	3.0	1	2.0	4.0	4.0	2.0
105167	1	1.0	3.0	1	2.0	4.0	2.0	4.0
105168	1	3.0	3.0	3	2.0	4.0	4.0	3.0
105170	1	3.0	3.0	1	4.0	4.0	2.0	4.0
105172	1	3.0	1.0	3	2.0	4.0	4.0	4.0
105173	1	3.0	5.0	2	4.0	4.0	2.0	4.0
105176	1	1.0	1.0	2	2.0	4.0	2.0	3.0
105177	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105180	1	1.0	1.0	2	4.0	4.0	2.0	3.0
105181	1	3.0	5.0	1	2.0	4.0	2.0	4.0
105182	1	1.0	1.0	3	2.0	4.0	2.0	5.0
105185	1	1.0	1.0	3	2.0	4.0	2.0	4.0
105188	1	1.0	1.0	2	4.0	4.0	2.0	4.0
105190	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105192	1	1.0	1.0	1	2.0	4.0	4.0	1.0
105195	1	1.0	1.0	2	2.0	4.0	4.0	4.0
105197	1	1.0	1.0	1	4.0	4.0	2.0	4.0
105198	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105201	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105202	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105203	1	1.0	1.0	0	2.0	4.0	4.0	3.0
105205	1	1.0	1.0	0	2.0	4.0	4.0	3.0
105206	1	1.0	1.0	4	2.0	4.0	4.0	4.0
105207	1	1.0	1.0	0	2.0	4.0	4.0	3.0
105208	1	1.0	1.0	1	2.0	4.0	4.0	1.0
105209	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105210	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105211	1	1.0	3.0	1	2.0	4.0	4.0	2.0
105212	1	3.0	3.0	0	2.0	4.0	4.0	2.0
105213	1	3.0	3.0	1	2.0	4.0	4.0	4.0
105214	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105215	1	1.0	1.0	0	2.0	4.0	4.0	6.0
105217	1	1.0	1.0	1	2.0	4.0	4.0	2.0
105218	1	1.0	1.0	2	2.0	4.0	4.0	3.0
105219	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105220	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105222	1	3.0	3.0	0	2.0	4.0	4.0	4.0
105223	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105225	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105226	1	1.0	1.0	3	2.0	4.0	4.0	4.0
105227	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105229	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105230	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105232	1	1.0	1.0	1	2.0	4.0	4.0	2.0
105233	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105236	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105237	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105238	1	1.0	1.0	2	2.0	4.0	4.0	4.0
105239	1	3.0	3.0	0	2.0	4.0	4.0	2.0
105240	1	1.0	1.0	0	2.0	4.0	4.0	3.0
105242	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105243	1	1.0	1.0	1	2.0	4.0	4.0	2.0
105244	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105245	1	1.0	1.0	0	2.0	4.0	4.0	2.0
105247	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105248	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105249	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105250	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105251	1	1.0	1.0	2	2.0	4.0	4.0	4.0
105252	1	1.0	1.0	2	2.0	4.0	4.0	3.0
105255	1	1.0	1.0	0	2.0	4.0	4.0	4.0
105256	1	1.0	1.0	6	2.0	4.0	2.0	6.0
105263	1	1.0	1.0	2	4.0	4.0	2.0	7.0
105264	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105266	1	1.0	1.0	1	4.0	4.0	2.0	6.0
105267	1	1.0	1.0	3	4.0	4.0	2.0	7.0
105270	1	1.0	1.0	1	2.0	4.0	2.0	6.0
105272	1	3.0	1.0	2	2.0	4.0	2.0	7.0
105274	1	1.0	1.0	1	4.0	4.0	2.0	7.0
105275	1	1.0	1.0	2	4.0	4.0	2.0	5.0
105276	1	1.0	3.0	2	2.0	4.0	2.0	7.0
105277	1	1.0	1.0	3	4.0	4.0	2.0	6.0
105279	1	1.0	1.0	3	4.0	4.0	2.0	99.0
105280	1	1.0	1.0	3	2.0	4.0	2.0	6.0
105281	1	1.0	1.0	3	4.0	4.0	2.0	7.0
105285	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105286	1	1.0	1.0	1	4.0	4.0	2.0	7.0
105289	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105291	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105292	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105293	1	3.0	1.0	1	2.0	4.0	2.0	6.0
105294	1	3.0	1.0	1	2.0	4.0	2.0	6.0
105295	1	1.0	1.0	1	4.0	4.0	2.0	6.0
105297	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105298	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105299	1	1.0	1.0	0	4.0	4.0	2.0	99.0
105300	1	1.0	1.0	1	2.0	4.0	2.0	0.0
105301	1	3.0	1.0	1	2.0	4.0	2.0	6.0
105303	1	3.0	1.0	1	2.0	4.0	4.0	6.0
105304	1	1.0	1.0	3	4.0	4.0	2.0	5.0
105305	1	1.0	1.0	2	4.0	4.0	2.0	5.0
105306	1	1.0	1.0	1	4.0	4.0	2.0	3.0
105308	1	1.0	1.0	2	4.0	4.0	2.0	2.0
105309	1	1.0	1.0	2	4.0	4.0	2.0	4.0
105310	1	1.0	1.0	2	4.0	4.0	2.0	7.0
105311	1	1.0	1.0	0	4.0	4.0	2.0	6.0
105312	1	1.0	1.0	2	4.0	4.0	2.0	6.0
105316	1	1.0	1.0	1	4.0	4.0	2.0	5.0
105319	1	1.0	1.0	1	4.0	4.0	2.0	3.0
105320	1	1.0	1.0	2	4.0	4.0	2.0	3.0
105322	1	3.0	1.0	2	4.0	4.0	2.0	5.0
105325	1	1.0	1.0	2	4.0	4.0	2.0	4.0
105326	1	1.0	1.0	2	4.0	4.0	2.0	7.0
105327	1	3.0	1.0	1	2.0	4.0	4.0	6.0
105330	1	3.0	1.0	1	2.0	4.0	4.0	4.0
105331	1	3.0	3.0	0	4.0	4.0	2.0	2.0
105332	1	1.0	1.0	1	4.0	4.0	2.0	3.0
105333	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105334	1	3.0	1.0	2	4.0	4.0	2.0	5.0
105335	1	3.0	1.0	1	4.0	4.0	2.0	4.0
105337	1	1.0	1.0	1	4.0	4.0	2.0	5.0
105338	1	1.0	1.0	2	2.0	4.0	2.0	4.0
105339	1	3.0	1.0	0	2.0	4.0	4.0	4.0
105342	1	1.0	1.0	1	2.0	4.0	2.0	6.0
105348	1	1.0	1.0	2	2.0	4.0	2.0	4.0
105350	1	1.0	1.0	4	2.0	4.0	2.0	7.0
105351	1	1.0	1.0	1	2.0	4.0	2.0	6.0
105352	1	1.0	1.0	3	2.0	4.0	2.0	7.0
105354	1	1.0	1.0	2	2.0	4.0	2.0	4.0
105355	1	1.0	1.0	1	2.0	4.0	2.0	5.0
105356	1	3.0	1.0	0	2.0	4.0	4.0	3.0
105357	1	1.0	1.0	2	2.0	4.0	2.0	3.0
105358	1	1.0	1.0	2	4.0	4.0	2.0	3.0
105359	1	1.0	3.0	0	4.0	4.0	2.0	3.0
105363	1	3.0	1.0	1	2.0	4.0	4.0	2.0
105365	1	3.0	1.0	0	2.0	4.0	4.0	2.0
105366	1	1.0	1.0	1	4.0	4.0	2.0	3.0
105367	1	1.0	1.0	1	4.0	4.0	2.0	3.0
105368	1	1.0	1.0	4	2.0	4.0	2.0	5.0
105369	1	1.0	1.0	2	4.0	4.0	2.0	3.0
105370	1	3.0	1.0	1	4.0	4.0	2.0	4.0
105371	1	3.0	1.0	0	2.0	4.0	4.0	4.0
105372	1	1.0	1.0	1	4.0	4.0	2.0	3.0
105373	1	3.0	1.0	1	2.0	4.0	4.0	5.0
105375	1	1.0	1.0	4	2.0	4.0	2.0	5.0
105376	1	3.0	1.0	1	2.0	4.0	4.0	3.0
105377	1	1.0	1.0	1	4.0	4.0	2.0	4.0
105378	1	3.0	1.0	0	4.0	4.0	2.0	1.0
105380	1	1.0	1.0	1	4.0	4.0	2.0	4.0
105382	1	1.0	1.0	1	2.0	4.0	4.0	5.0
105383	1	1.0	1.0	3	4.0	4.0	2.0	7.0
105384	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105385	1	3.0	1.0	3	4.0	4.0	2.0	3.0
105386	1	1.0	1.0	3	2.0	4.0	2.0	4.0
105387	1	3.0	1.0	2	4.0	4.0	2.0	5.0
105389	1	3.0	1.0	1	2.0	4.0	2.0	99.0
105390	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105391	1	1.0	3.0	0	2.0	4.0	4.0	4.0
105393	1	1.0	1.0	3	2.0	4.0	2.0	5.0
105395	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105398	1	1.0	1.0	2	2.0	4.0	2.0	99.0
105399	1	1.0	1.0	1	2.0	4.0	2.0	99.0
105400	1	1.0	3.0	1	2.0	4.0	2.0	4.0
105402	1	1.0	3.0	0	4.0	4.0	2.0	4.0
105403	1	3.0	1.0	1	2.0	4.0	2.0	99.0
105404	1	3.0	1.0	0	2.0	4.0	2.0	99.0
105405	1	1.0	1.0	1	4.0	4.0	2.0	99.0
105408	1	1.0	3.0	1	2.0	4.0	2.0	2.0
105410	1	1.0	3.0	1	2.0	4.0	2.0	4.0
105411	1	1.0	1.0	1	2.0	4.0	2.0	5.0
105412	1	1.0	3.0	1	4.0	4.0	2.0	5.0
105414	1	3.0	1.0	1	4.0	4.0	2.0	4.0
105416	1	1.0	3.0	2	2.0	4.0	2.0	99.0
105417	1	1.0	3.0	0	2.0	4.0	2.0	4.0
105418	1	1.0	3.0	2	2.0	4.0	2.0	7.0
105421	1	1.0	3.0	1	2.0	4.0	2.0	3.0
105426	1	3.0	3.0	1	2.0	4.0	2.0	3.0
105428	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105429	1	3.0	1.0	0	2.0	4.0	2.0	6.0
105435	1	1.0	1.0	2	2.0	4.0	4.0	6.0
105436	1	3.0	3.0	1	2.0	4.0	4.0	6.0
105437	1	1.0	1.0	2	2.0	4.0	4.0	99.0
105439	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105440	1	1.0	1.0	1	2.0	4.0	2.0	6.0
105443	1	1.0	1.0	0	2.0	4.0	4.0	6.0
105444	1	1.0	3.0	2	2.0	4.0	4.0	99.0
105445	1	1.0	1.0	1	2.0	4.0	4.0	7.0
105446	1	1.0	1.0	2	2.0	4.0	4.0	4.0
105447	1	3.0	1.0	2	2.0	4.0	4.0	6.0
105448	1	3.0	1.0	1	2.0	4.0	4.0	5.0
105451	1	3.0	3.0	2	2.0	4.0	4.0	2.0
105452	1	3.0	1.0	1	2.0	4.0	2.0	2.0
105453	1	1.0	1.0	1	4.0	4.0	2.0	4.0
105454	1	3.0	3.0	0	2.0	4.0	4.0	3.0
105456	1	3.0	1.0	1	2.0	4.0	4.0	4.0
105458	1	1.0	1.0	1	2.0	4.0	2.0	99.0
105459	1	1.0	3.0	1	2.0	4.0	2.0	0.0
105464	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105466	1	3.0	1.0	1	2.0	4.0	2.0	99.0
105467	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105469	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105470	1	1.0	1.0	0	2.0	4.0	2.0	3.0
105473	1	3.0	1.0	1	2.0	4.0	4.0	2.0
105474	1	3.0	1.0	0	2.0	4.0	4.0	2.0
105478	1	1.0	1.0	0	2.0	2.0	4.0	1.0
105479	1	3.0	1.0	3	2.0	4.0	4.0	3.0
105480	1	1.0	3.0	2	2.0	4.0	2.0	3.0
105481	1	3.0	3.0	1	2.0	4.0	2.0	3.0
105483	1	1.0	3.0	2	2.0	4.0	2.0	3.0
105484	1	1.0	5.0	0	2.0	4.0	4.0	3.0
105486	1	3.0	1.0	1	2.0	4.0	4.0	4.0
105487	1	1.0	1.0	1	2.0	2.0	4.0	5.0
105488	1	3.0	1.0	0	2.0	4.0	2.0	4.0
105489	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105490	1	1.0	1.0	2	2.0	4.0	2.0	3.0
105491	1	3.0	1.0	1	2.0	4.0	2.0	5.0
105492	1	1.0	1.0	1	2.0	4.0	2.0	99.0
105493	1	3.0	3.0	0	2.0	4.0	2.0	4.0
105494	1	1.0	1.0	0	2.0	4.0	2.0	3.0
105496	1	1.0	1.0	1	2.0	4.0	4.0	2.0
105497	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105500	1	3.0	1.0	1	4.0	4.0	2.0	3.0
105502	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105504	1	1.0	1.0	3	2.0	4.0	2.0	99.0
105509	1	3.0	1.0	1	2.0	4.0	2.0	3.0
105512	1	3.0	3.0	2	2.0	4.0	2.0	3.0
105513	1	1.0	1.0	2	2.0	4.0	2.0	4.0
105514	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105515	1	3.0	1.0	0	2.0	4.0	4.0	4.0
105516	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105517	1	3.0	1.0	1	2.0	4.0	2.0	3.0
105518	1	3.0	3.0	0	2.0	4.0	4.0	4.0
105519	1	3.0	1.0	0	2.0	4.0	4.0	2.0
105520	1	3.0	1.0	2	2.0	4.0	2.0	4.0
105521	1	3.0	1.0	1	2.0	4.0	4.0	2.0
105522	1	3.0	1.0	2	2.0	4.0	2.0	4.0
105524	1	3.0	1.0	0	2.0	4.0	4.0	4.0
105526	1	3.0	1.0	1	2.0	4.0	4.0	3.0
105527	1	3.0	1.0	0	2.0	4.0	4.0	3.0
105528	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105530	1	1.0	1.0	1	2.0	4.0	2.0	4.0
105532	1	3.0	1.0	0	2.0	4.0	2.0	4.0
105533	1	1.0	1.0	1	2.0	4.0	4.0	4.0
105534	1	3.0	1.0	1	2.0	4.0	4.0	4.0
105535	1	3.0	1.0	2	4.0	4.0	2.0	3.0
105537	1	1.0	1.0	1	2.0	4.0	4.0	3.0
105538	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105542	1	1.0	1.0	0	2.0	4.0	2.0	3.0
105544	1	3.0	3.0	1	2.0	4.0	4.0	2.0
105546	1	3.0	3.0	0	4.0	4.0	2.0	2.0
105547	1	3.0	5.0	1	4.0	4.0	2.0	4.0
105551	1	3.0	3.0	1	2.0	4.0	4.0	2.0
105553	1	1.0	1.0	0	2.0	4.0	4.0	5.0
105554	1	3.0	1.0	1	2.0	4.0	2.0	2.0
105555	1	3.0	1.0	1	4.0	4.0	2.0	3.0
105556	1	3.0	1.0	3	2.0	4.0	4.0	3.0
105557	1	3.0	3.0	0	2.0	4.0	4.0	3.0
105558	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105559	1	3.0	1.0	1	2.0	4.0	4.0	4.0
105560	1	3.0	1.0	1	2.0	4.0	2.0	4.0
105561	1	1.0	1.0	1	2.0	4.0	2.0	5.0
105562	1	3.0	1.0	3	2.0	4.0	2.0	7.0
105563	1	3.0	1.0	1	2.0	4.0	4.0	0.0
105565	1	3.0	1.0	2	2.0	4.0	2.0	1.0
105567	1	3.0	3.0	1	4.0	4.0	2.0	2.0
105568	1	1.0	1.0	0	2.0	4.0	2.0	3.0
105571	1	3.0	3.0	1	4.0	4.0	2.0	4.0
105572	1	1.0	1.0	2	4.0	4.0	2.0	4.0
105573	1	1.0	1.0	0	2.0	4.0	2.0	4.0
105575	1	1.0	3.0	1	2.0	4.0	2.0	3.0
105576	1	3.0	1.0	2	4.0	4.0	2.0	99.0
105578	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105579	1	3.0	3.0	1	2.0	4.0	2.0	0.0
105580	1	3.0	1.0	1	2.0	4.0	2.0	3.0
105583	1	3.0	1.0	3	2.0	4.0	2.0	5.0
105585	1	3.0	3.0	1	2.0	4.0	4.0	3.0
105587	1	3.0	3.0	1	2.0	4.0	2.0	99.0
105589	1	1.0	3.0	3	2.0	4.0	2.0	99.0
105591	1	3.0	3.0	0	4.0	4.0	2.0	0.0
105592	1	3.0	1.0	0	2.0	4.0	2.0	3.0
105595	1	3.0	1.0	1	2.0	2.0	4.0	4.0
105596	1	1.0	1.0	2	2.0	4.0	2.0	3.0
105597	1	3.0	3.0	0	2.0	4.0	2.0	3.0
105598	1	3.0	1.0	1	2.0	4.0	4.0	2.0
105599	1	1.0	3.0	0	2.0	4.0	4.0	3.0
105600	1	1.0	3.0	1	2.0	4.0	2.0	4.0
105602	1	1.0	1.0	2	2.0	4.0	4.0	3.0
105603	1	1.0	1.0	1	2.0	4.0	2.0	6.0
105604	1	1.0	1.0	0	4.0	4.0	2.0	5.0
105605	1	3.0	3.0	1	4.0	4.0	2.0	3.0
105608	1	1.0	3.0	0	2.0	4.0	4.0	6.0
105609	1	1.0	3.0	1	2.0	4.0	4.0	3.0
105610	1	1.0	1.0	1	2.0	4.0	2.0	3.0
105612	1	3.0	3.0	0	2.0	4.0	4.0	2.0
105613	1	3.0	3.0	1	4.0	4.0	2.0	3.0
105615	1	3.0	1.0	2	4.0	2.0	2.0	3.0
105616	1	3.0	1.0	1	4.0	4.0	2.0	3.0
105618	1	3.0	1.0	0	2.0	4.0	4.0	4.0
105619	1	3.0	3.0	0	2.0	4.0	2.0	3.0
105621	1	3.0	1.0	1	4.0	4.0	2.0	3.0
105622	1	3.0	1.0	1	4.0	4.0	2.0	3.0
105623	1	1.0	3.0	1	2.0	4.0	2.0	4.0
105624	1	3.0	3.0	0	4.0	4.0	2.0	4.0
105625	1	1.0	3.0	0	2.0	4.0	4.0	3.0
105626	1	1.0	3.0	4	4.0	4.0	2.0	4.0
105627	1	3.0	3.0	1	4.0	4.0	2.0	3.0
105628	1	1.0	3.0	0	2.0	4.0	2.0	3.0
105629	1	3.0	1.0	1	4.0	4.0	2.0	4.0
105631	1	3.0	1.0	1	2.0	4.0	4.0	4.0
105633	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105635	1	1.0	1.0	3	2.0	4.0	2.0	99.0
105639	1	1.0	1.0	5	2.0	4.0	2.0	99.0
105640	1	1.0	1.0	4	2.0	4.0	2.0	7.0
105641	1	1.0	1.0	2	2.0	4.0	2.0	6.0
105642	1	1.0	1.0	3	2.0	4.0	2.0	99.0
105643	1	1.0	1.0	2	2.0	4.0	2.0	5.0
105644	1	1.0	1.0	3	2.0	4.0	2.0	7.0
105647	1	3.0	1.0	1	2.0	4.0	2.0	3.0
105648	1	1.0	3.0	3	2.0	4.0	2.0	7.0
105649	1	1.0	1.0	2	2.0	4.0	2.0	6.0
105650	1	1.0	1.0	2	2.0	4.0	2.0	7.0
105653	1	1.0	1.0	0	2.0	4.0	2.0	7.0
105654	1	1.0	1.0	2	2.0	4.0	2.0	7.0
105656	1	1.0	1.0	2	4.0	4.0	2.0	7.0
105658	1	1.0	1.0	1	4.0	4.0	2.0	6.0
105662	1	1.0	1.0	1	2.0	4.0	2.0	99.0
105664	1	1.0	1.0	2	2.0	4.0	2.0	7.0
105666	1	1.0	1.0	5	2.0	4.0	2.0	6.0
105667	1	1.0	3.0	3	2.0	4.0	2.0	7.0
105670	1	1.0	1.0	1	2.0	4.0	2.0	7.0
105671	1	1.0	3.0	4	2.0	4.0	2.0	5.0
